,icd9_code,diagnoses_short_title,diagnoses_long_title,procedure_short_title,procedure_long_title
626,5371,Gastric diverticulum,Gastric diverticulum,Lap abd rep-diaphr hern,"Laparoscopic repair of diaphragmatic hernia, abdominal approach"
627,5372,Chronic duodenal ileus,Chronic duodenal ileus,Opn abd diaphrm hern NEC,"Other and open repair of diaphragmatic hernia, abdominal approach"
628,5375,Gastroptosis,Gastroptosis,Abd rep-diaphr hern NOS,"Repair of diaphragmatic hernia, abdominal approach, not otherwise specified"
629,5511,Umbilical hernia w gangr,Umbilical hernia with gangrene,Pyelotomy,Pyelotomy
630,5521,Umbilical hernia w obstr,Umbilical hernia with obstruction,Nephroscopy,Nephroscopy
631,5523,Diaphragm hernia w obstr,Diaphragmatic hernia with obstruction,Closed renal biopsy,Closed [percutaneous] [needle] biopsy of kidney
632,5529,"Hernia, site NOS w obstr","Hernia of unspecified site, with obstruction",Renal diagnost proc NEC,Other diagnostic procedures on kidney
633,6061,Oligospermia,Oligospermia,Los excis prostatic les,Local excision of lesion of prostate
634,6069,Male infertility NOS,"Male infertility, unspecified",Prostatectomy NEC,Other prostatectomy
635,6071,Balanoposthitis,Balanoposthitis,Percut semin ves aspirat,Percutaneous aspiration of seminal vesicle
636,6072,"Inflam dis, penis NEC",Other inflammatory disorders of penis,Seminal vesicle incision,Incision of seminal vesicle
637,6073,Priapism,Priapism,Seminal vesicle excision,Excision of seminal vesicle
638,6079,Disorder of penis NOS,Unspecified disorder of penis,Seminal vesicle op NEC,Other operations on seminal vesicles
639,6081,Spermatocele,Spermatocele,Periprostatic incision,Incision of periprostatic tissue
640,6111,Hypertrophy of breast,Hypertrophy of breast,Scrotum & tunica biopsy,Biopsy of scrotum or tunica vaginalis
641,6119,Breast disorder NOS,Unspecified breast disorder,Scrot/tunica dx proc NEC,Other diagnostic procedures on scrotum and tunica vaginalis
642,6141,Chr salpingo-oophoritis,Chronic salpingitis and oophoritis,Suture scrotal lacerat,Suture of laceration of scrotum and tunica vaginalis
643,6142,Salpingo-oophoritis NOS,"Salpingitis and oophoritis not specified as acute, subacute, or chronic",Scrotal fistula repair,Repair of scrotal fistula
644,6149,Fem pelv inflam dis NOS,Unspecified inflammatory disease of female pelvic organs and tissues,Scrotum/tunic repair NEC,Other repair of scrotum and tunica vaginalis
645,5921,Calculus of ureter,Calculus of ureter,Periren/ureteral biopsy,Biopsy of perirenal or perivesical tissue
646,5929,Urinary calculus NOS,"Urinary calculus, unspecified",Periren/uret dx proc NEC,"Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum"
647,5991,Urethral fistula,Urethral fistula,Periren/vesicle excision,Excision of perirenal or perivesical tissue
648,5992,Urethral diverticulum,Urethral diverticulum,Periren/vesicle op NEC,Other operations on perirenal or perivesical tissue
649,5993,Urethral caruncle,Urethral caruncle,Replace ureterost tube,Replacement of ureterostomy tube
650,5994,Urethral false passage,Urethral false passage,Replace cystostomy tube,Replacement of cystostomy tube
651,5995,Prolapse urethral mucosa,Prolapsed urethral mucosa,Ultrason fragment-stone,Ultrasonic fragmentation of urinary stones
652,5999,Urinary tract dis NOS,Unspecified disorder of urethra and urinary tract,Urinary system op NEC,Other operations on urinary system
653,6011,Chronic prostatitis,Chronic prostatitis,Closed prostatic biopsy,Closed [percutaneous] [needle] biopsy of prostate
654,6012,Abscess of prostate,Abscess of prostate,Open prostatic biopsy,Open biopsy of prostate
655,6013,Prostatocystitis,Prostatocystitis,Clos seminal vesicles bx,Closed [percutaneous] biopsy of seminal vesicles
656,6014,Prostatitis in oth dis,Prostatitis in diseases classified elsewhere,Open seminal vesicles bx,Open biopsy of seminal vesicles
657,6018,Prostatic inflam dis NEC,Other specified inflammatory diseases of prostate,Prostatic dx proced NEC,Other diagnostic procedures on prostate and periprostatic tissue
658,6019,Prostatitis NOS,"Prostatitis, unspecified",Semin ves dx proced NEC,Other diagnostic procedures on seminal vesicles
659,6021,Prostatic congest/hemorr,Congestion or hemorrhage of prostate,Transureth prostatectomy,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP)
660,6029,Prostatic disorder NOS,Unspecified disorder of prostate,Oth transureth prostatec,Other transurethral prostatectomy
661,605,Redun prepuce & phimosis,Redundant prepuce and phimosis,Radical prostatectomy,Radical prostatectomy
662,6381,Attem abort w hemorrhage,Failed attempted abortion complicated by delayed or excessive hemorrhage,Suture vas & epidid lac,Suture of laceration of vas deferens and epididymis
663,6382,Attem abort w pelv damag,Failed attempted abortion complicated by damage to pelvic organs or tissues,Postop vas reconstruct,Reconstruction of surgically divided vas deferens
664,6383,Attem abort w renal fail,Failed attempted abortion complicated by renal failure,Epididymovasostomy,Epididymovasostomy
665,6384,Attem abor w metabol dis,Failed attempted abortion complicated by metabolic disorder,Removal vas ligature,Removal of ligature from vas deferens
666,6385,Attem abortion w shock,Failed attempted abortion complicated by shock,Remov vas deferens valve,Removal of valve from vas deferens
667,6389,Attempted abort uncompl,Failed attempted abortion without mention of complication,Vas & epididy repair NEC,Other repair of vas deferens and epididymis
668,6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,Spermatocele aspiration,Aspiration of spermatocele
669,6392,Postabort pelvic damage,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies,Epididymotomy,Epididymotomy
670,6393,Postabort kidney failure,Kidney failure following abortion and ectopic and molar pregnancies,Spermatic cord incision,Incision of spermatic cord
671,6394,Postabort metabolic dis,Metabolic disorders following abortion or ectopic and molar pregnancies,Sperm cord adhesiolysis,Lysis of adhesions of spermatic cord
672,6395,Postabortion shock,Shock following abortion or ectopic and molar pregnancies,Insert valve in vas def,Insertion of valve in vas deferens
673,6399,Postabortion compl NOS,Unspecified complication following abortion or ectopic and molar pregnancy,Cord/epid/vas ops NEC,"Other operations on spermatic card, epididymis, and vas deferens"
674,650,Normal delivery,Normal delivery,Substern thyroidect NOS,"Substernal thyroidectomy, not otherwise specified"
675,8171,Multiple fx hand-open,Multiple open fractures of hand bones,Arthroplas metacarp wit,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
676,8180,Fx arm mult/NOS-closed,Ill-defined closed fractures of upper limb,Oth totl shouldr replace,Other total shoulder replacement
677,8181,Fx arm mult/NOS-open,Ill-defined open fractures of upper limb,Partial shoulder replace,Partial shoulder replacement
678,8191,Fx arms w rib/stern-open,"Multiple open fractures involving both upper limbs, and upper limb with rib(s) and sternum",Arthrocentesis,Arthrocentesis
679,8209,Fx neck of femur NOS-opn,Open fracture of unspecified part of neck of femur,Inc soft tissue hand NEC,Other incision of soft tissue of hand
680,8221,Fracture patella-open,Open fracture of patella,Exc les tend sheath hand,Excision of lesion of tendon sheath of hand
681,7050,Anhidrosis,Anhidrosis,Cystocel/rectocel repair,Repair of cystocele and rectocele
682,7051,Prickly heat,Prickly heat,Cystocele repair,Repair of cystocele
683,7061,Acne NEC,Other acne,Vaginal construction,Vaginal construction
684,7062,Sebaceous cyst,Sebaceous cyst,Vaginal reconstruction,Vaginal reconstruction
685,7063,Seborrhea,Seborrhea,Vaginal const w grf/pros,Vaginal construction with graft or prosthesis
686,7533,Kidney anomaly NEC,Other specified anomalies of kidney,Fetal blood sample/bx,Fetal blood sampling and biopsy
687,7534,Ureteral anomaly NEC,Other specified anomalies of ureter,Other fetal monitoring,Other fetal monitoring
688,7535,Bladder exstrophy,Exstrophy of urinary bladder,Dx proc fetus/amnion NEC,Other diagnostic procedures on fetus and amnion
689,7536,Congen urethral stenosis,Atresia and stenosis of urethra and bladder neck,Correction fetal defect,Correction of fetal defect
690,7537,Anomalies of urachus,Anomalies of urachus,Amnioinfusion,Amnioinfusion
691,7538,Cystourethral anom NEC,Other specified anomalies of bladder and urethra,Fetal pulse oximetry,Fetal pulse oximetry
692,6819,Cellulitis of digit NOS,Cellulitis and abscess of unspecified digit,Uterus/adnex dx proc NEC,Other diagnostic procedures on uterus and supporting structures
693,6821,Cellulitis of neck,Cellulitis and abscess of neck,Endomet synechiae divis,Division of endometrial synechiae
694,6822,Cellulitis of trunk,Cellulitis and abscess of trunk,Incision uterine septum,Incision or excision of congenital septum of uterus
695,6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm,Endometrial ablation,Endometrial ablation
696,6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb",Uterine art emb w coils,Uterine artery embolization [UAE] with coils
697,6825,Cellulitis of buttock,Cellulitis and abscess of buttock,Uterine art emb w/o coil,Uterine artery embolization [UAE] without coils
698,6829,Cellulitis NOS,Cellulitis and abscess of unspecified sites,Uterine les destruct NEC,Other excision or destruction of lesion of uterus
699,6851,Pilonidal cyst w/o absc,Pilonidal cyst without mention of abscess,Lap ast vag hysterectomy,Laparoscopically assisted vaginal hysterectomy (LAVH)
700,7956,False pos sero test-syph,False positive serological test for syphilis,Op red-tibia/fib epiphys,"Open reduction of separated epiphysis, tibia and fibula"
701,7960,Abn toxicologic finding,Nonspecific abnormal toxicological findings,Open fx site debride NOS,"Debridement of open fracture, unspecified site"
702,7961,Abnormal reflex,Abnormal reflex,Debrid open fx-humerus,"Debridement of open fracture site, humerus"
703,7962,Elev bl pres w/o hypertn,Elevated blood pressure reading without diagnosis of hypertension,Debrid opn fx-radius/uln,"Debridement of open fracture site, radius and ulna"
704,7963,Low blood press reading,Nonspecific low blood pressure reading,Debrid opn fx-metac/car,"Debridement of open fracture site, carpals and metacarpals"
705,7964,Abn clinical finding NEC,Other abnormal clinical findings,Debrid opn fx-finger,"Debridement of open fracture site, phalanges of hand"
706,7965,Abn find antenatl screen,Abnormal finding on antenatal screening,Debrid opn fx-femur,"Debridement of open fracture site, femur"
707,7966,Abnorm neonate screening,Abnormal findings on neonatal screening,Debrid opn fx-tibia/fib,"Debridement of open fracture site, tibia and fibula"
708,7969,Abnormal findings NEC,Other nonspecific abnormal findings,Open fx site debride NEC,"Debridement of open fracture site, other specified bone"
709,7980,Sudden infant death synd,Sudden infant death syndrome,Open reduc-dislocat NOS,Open reduction of dislocation of unspecified site
710,7981,Instantaneous death,Instantaneous death,Opn reduc disloc-shouldr,Open reduction of dislocation of shoulder
711,7982,Death within 24 hr sympt,"Death occurring in less than 24 hours from onset of symptoms, not otherwise explained",Open reduc-elbow disloc,Open reduction of dislocation of elbow
712,7989,Unattended death,Unattended death,Open reduc-dislocat NEC,Open reduction of dislocation of other specified sites
713,7991,Respiratory arrest,Respiratory arrest,Humerus injury op NOS,"Unspecified operation on bone injury, humerus"
714,7993,Debility NOS,"Debility, unspecified",Metacarp/carp inj op NOS,"Unspecified operation on bone injury, carpals and metacarpals"
715,7994,Cachexia,Cachexia,Finger injury op NOS,"Unspecified operation on bone injury, phalanges of hand"
716,8241,Fx medial malleolus-open,"Fracture of medial malleolus, open",Suture tendn sheath hand,Suture of tendon sheath of hand
717,8242,Fx lateral malleolus-cl,"Fracture of lateral malleolus, closed",Delay sut flex tend hand,Delayed suture of flexor tendon of hand
718,8243,Fx lateral malleolus-opn,"Fracture of lateral malleolus, open",Delay sut hand tend NEC,Delayed suture of other tendon of hand
719,8244,Fx bimalleolar-closed,"Bimalleolar fracture, closed",Sutur flex tend hand NEC,Other suture of flexor tendon of hand
720,8245,Fx bimalleolar-open,"Bimalleolar fracture, open",Suture hand tendon NEC,Other suture of other tendon of hand
721,8246,Fx trimalleolar-closed,"Trimalleolar fracture, closed",Suture hand muscle/fasc,Suture of muscle or fascia of hand
722,8251,Fracture calcaneus-open,"Fracture of calcaneus, open",Hand tendon advancement,Advancement of tendon of hand
723,8261,"Fx phalanx, foot-open",Open fracture of one or more phalanges of foot,Pollicization operation,Pollicization operation carrying over nerves and blood supply
724,8271,Fx lower limb NEC-open,"Other, multiple and ill-defined fractures of lower limb, open",Hand tend pulley reconst,Tendon pulley reconstruction of hand
725,8281,Fx legs w arm/rib-open,"Open multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum",Transfer of finger,"Transfer of finger, except thumb"
726,6861,Pyogenic granuloma,Pyogenic granuloma of skin and subcutaneous tissue,Lap radical abdomnl hyst,Laparoscopic radical abdominal hysterectomy
727,6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue,Radical abd hyst NEC/NOS,Other and unspecified radical abdominal hysterectomy
728,6921,Oil & grease dermatitis,Contact dermatitis and other eczema due to oils and greases,Interposit op uterin lig,Interposition operation
729,6922,Solvent dermatitis,Contact dermatitis and other eczema due to solvents,Uterine suspension NEC,Other uterine suspension
730,6923,Topical med dermatitis,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,Vag repair invers uterus,Vaginal repair of chronic inversion of uterus
731,6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause",Uterus/adnexa repair NEC,Other repair of uterus and supporting structures
732,6941,Subcorneal pust dermatos,Subcorneal pustular dermatosis,Suture uterine lacerat,Suture of laceration of uterus
733,6942,Juven dermat herpetiform,Juvenile dermatitis herpetiformis,Closure uterine fistula,Closure of fistula of uterus
734,6949,Bullous dermatoses NOS,Unspecified bullous dermatoses,Uterine repair NEC,Other repair of uterus
